Dist Code,Year,State Code,State Name,Dist Name,NITROGEN CONSUMPTION (tons),NITROGEN SHARE IN NPK (Percent),NITROGEN PER HA OF NCA (Kg per ha),NITROGEN PER HA OF GCA (Kg per ha),PHOSPHATE CONSUMPTION (tons),PHOSPHATE SHARE IN NPK (Percent),PHOSPHATE PER HA OF NCA (Kg per ha),PHOSPHATE PER HA OF GCA (Kg per ha),POTASH CONSUMPTION (tons),POTASH SHARE IN NPK (Percent),POTASH PER HA OF NCA (Kg per ha),POTASH PER HA OF GCA (Kg per ha),TOTAL CONSUMPTION (tons),TOTAL PER HA OF NCA (Kg per ha),TOTAL PER HA OF GCA (Kg per ha)
1017,2016,9,Punjab,S.B.S Nagar,28460.0,70.89,295.67,152.77,10325.0,25.72,107.27,55.42,0.0,3.39,14.13,7.3,40145.0,417.07,215.49
1017,2017,9,Punjab,S.B.S Nagar,24609.0,73.29,255.66,138.43,6783.0,20.2,70.47,38.16,0.0,6.51,22.7,12.29,33577.0,348.83,188.88
1018,2016,9,Punjab,Shri Mukatsar Sahib,83632.0,81.36,366.61,184.77,17765.0,17.28,77.88,39.25,0.0,1.36,6.11,3.08,102791.0,450.6,227.1
1018,2017,9,Punjab,Shri Mukatsar Sahib,79781.0,83.12,353.41,176.36,14222.0,14.82,63.0,31.44,0.0,2.06,8.78,4.38,95985.0,425.19,212.19
1019,2016,9,Punjab,Moga,82969.0,78.28,429.29,216.28,19825.0,18.7,102.58,51.68,0.0,3.01,16.53,8.33,105988.0,548.39,276.28
1019,2017,9,Punjab,Moga,79118.0,79.95,408.03,204.74,16062.0,16.23,82.84,41.57,0.0,3.82,19.5,9.79,98962.0,510.37,256.1
1020,2016,10,Rajasthan,Karoli,43568.0,85.6,218.42,131.14,7163.0,14.07,35.91,21.56,0.0,0.33,0.84,0.51,50899.0,255.17,153.21
1020,2017,10,Rajasthan,Karoli,19995.0,71.77,107.13,65.84,7747.0,27.81,41.51,25.51,0.0,0.42,0.63,0.39,27860.0,149.27,91.74
1022,2016,11,Tamil Nadu,Karur,4049.0,57.87,86.45,85.31,1433.0,20.48,30.59,30.19,0.0,21.65,32.34,31.92,6997.0,149.38,147.43
1022,2017,11,Tamil Nadu,Karur,4178.0,58.01,55.39,53.72,1325.0,18.4,17.57,17.04,0.0,23.59,22.52,21.84,7202.0,95.48,92.6
1023,2016,11,Tamil Nadu,Namakkal,6734.0,54.86,47.45,41.56,3725.0,30.35,26.25,22.99,0.0,14.79,12.79,11.2,12274.0,86.48,75.75
1023,2017,11,Tamil Nadu,Namakkal,6897.0,46.76,46.6,34.0,4115.0,27.9,27.8,20.29,0.0,25.34,25.26,18.43,14750.0,99.66,72.72
1024,2016,11,Tamil Nadu,Perambular,8091.0,51.8,84.16,82.25,5282.0,33.82,54.94,53.69,0.0,14.38,23.36,22.83,15619.0,162.46,158.77
1024,2017,11,Tamil Nadu,Perambular,15275.0,71.41,153.28,143.98,3889.0,18.18,39.03,36.66,0.0,10.41,22.35,20.99,21391.0,214.66,201.63
1025,2016,11,Tamil Nadu,Theni,11373.0,50.8,104.0,98.48,6852.0,30.61,62.65,59.33,0.0,18.59,38.07,36.05,22388.0,204.72,193.87
1025,2017,11,Tamil Nadu,Theni,8639.0,50.49,78.89,75.39,4456.0,26.04,40.69,38.89,0.0,23.46,36.65,35.03,17109.0,156.23,149.31
1026,2016,11,Tamil Nadu,Tiruvarur,23069.0,66.61,148.91,81.69,4776.0,13.79,30.83,16.91,0.0,19.6,43.82,24.04,34634.0,223.57,122.64
1026,2017,11,Tamil Nadu,Tiruvarur,26043.0,61.78,166.71,88.66,9810.0,23.27,62.8,33.4,0.0,14.95,40.33,21.45,42153.0,269.84,143.5
1027,2016,11,Tamil Nadu,Thiruvallur,24624.0,62.32,247.91,166.83,10124.0,25.62,101.93,68.59,0.0,12.05,47.95,32.27,39511.0,397.79,267.69
1027,2017,11,Tamil Nadu,Thiruvallur,25189.0,62.87,262.15,166.73,9987.0,24.93,103.94,66.11,0.0,12.2,50.87,32.35,40064.0,416.96,265.19
1028,2016,12,Uttar Pradesh,Ambedkar Nagar,29959.0,67.87,172.48,102.88,11715.0,26.54,67.45,40.23,0.0,5.59,14.21,8.48,44143.0,254.14,151.59
1028,2017,12,Uttar Pradesh,Ambedkar Nagar,31008.0,71.26,178.53,106.4,10919.0,25.09,62.87,37.47,0.0,3.65,9.14,5.45,43515.0,250.53,149.32
1029,2016,12,Uttar Pradesh,Kushi Nagar Padrauna,43989.0,68.05,202.89,129.34,16983.0,26.27,78.33,49.93,0.0,5.68,16.93,10.79,64642.0,298.15,190.06
1029,2017,12,Uttar Pradesh,Kushi Nagar Padrauna,32936.0,69.65,151.91,96.84,11650.0,24.63,53.73,34.25,0.0,5.72,12.48,7.95,47291.0,218.12,139.04
1030,2016,16,Uttarakhand,Udham Singh Nagar,120143.0,84.62,875.25,465.08,16015.0,11.28,116.67,61.99,0.0,4.1,42.42,22.54,141981.0,1034.34,549.62
1030,2017,16,Uttarakhand,Udham Singh Nagar,108100.0,84.6,784.91,414.93,13943.0,10.91,101.24,53.52,0.0,4.49,41.67,22.03,127782.0,927.83,490.48
1031,2016,12,Uttar Pradesh,Auraiya,24004.0,67.82,165.42,94.28,9417.0,26.61,64.89,36.99,0.0,5.57,13.59,7.75,35393.0,243.9,139.01
1031,2017,12,Uttar Pradesh,Auraiya,32127.0,71.4,223.2,128.2,12014.0,26.7,83.47,47.94,0.0,1.9,5.93,3.4,44994.0,312.59,179.55
1032,2016,16,Uttarakhand,Bageshwar,259.0,64.43,10.79,6.49,111.0,27.61,4.63,2.78,0.0,7.96,1.33,0.8,402.0,16.75,10.07
1032,2017,16,Uttarakhand,Bageshwar,228.0,69.94,9.34,5.35,77.0,23.62,3.16,1.81,0.0,6.44,0.86,0.49,326.0,13.36,7.65
1033,2016,12,Uttar Pradesh,Bagpat,22821.0,67.6,212.58,130.84,9092.0,26.93,84.69,52.13,0.0,5.47,17.2,10.59,33760.0,314.48,193.56
1033,2017,12,Uttar Pradesh,Bagpat,29543.0,69.77,274.74,169.52,10329.0,24.39,96.06,59.27,0.0,5.83,22.97,14.17,42342.0,393.77,242.97
1034,2016,12,Uttar Pradesh,Balrampur,40067.0,67.86,185.31,111.05,15678.0,26.55,72.51,43.45,0.0,5.59,15.26,9.15,59045.0,273.08,163.65
1034,2017,12,Uttar Pradesh,Balrampur,17687.0,70.96,81.79,48.96,5982.0,24.0,27.66,16.56,0.0,5.04,5.8,3.47,24924.0,115.26,69.0
1035,2016,16,Uttarakhand,Champavat,322.0,72.52,18.78,11.99,85.0,19.14,4.96,3.17,0.0,8.33,2.16,1.38,444.0,25.89,16.53
1035,2017,16,Uttarakhand,Champavat,288.0,72.36,17.05,11.17,75.0,18.84,4.44,2.91,0.0,8.79,2.07,1.36,398.0,23.57,15.43
1036,2016,12,Uttar Pradesh,Chandauli,23428.0,68.07,183.31,100.32,9034.0,26.25,70.68,38.68,0.0,5.68,15.3,8.38,34418.0,269.29,147.38
1036,2017,12,Uttar Pradesh,Chandauli,33943.0,76.91,265.65,145.38,9030.0,20.46,70.67,38.67,0.0,2.63,9.09,4.97,44134.0,345.41,189.02
1037,2016,12,Uttar Pradesh,Chitrakoot,19382.0,67.55,122.34,105.98,7748.0,27.0,48.9,42.37,0.0,5.45,9.87,8.55,28693.0,181.11,156.9
1037,2017,12,Uttar Pradesh,Chitrakoot,11007.0,60.65,70.32,60.37,6699.0,36.91,42.8,36.74,0.0,2.44,2.82,2.42,18148.0,115.94,99.53
1038,2016,12,Uttar Pradesh,G.B.Nagar,9702.0,67.41,183.43,94.94,3917.0,27.21,74.06,38.33,0.0,5.38,14.63,7.57,14393.0,272.12,140.84
1038,2017,12,Uttar Pradesh,G.B.Nagar,16003.0,74.31,302.55,157.09,4870.0,22.61,92.07,47.81,0.0,3.08,12.53,6.51,21536.0,407.16,211.4
1039,2016,12,Uttar Pradesh,Hathras,30063.0,68.04,201.45,117.6,11616.0,26.29,77.84,45.44,0.0,5.67,16.79,9.8,44185.0,296.08,172.84
1039,2017,12,Uttar Pradesh,Hathras,50116.0,63.38,335.68,196.24,21432.0,27.11,143.55,83.92,0.0,9.51,50.36,29.44,79067.0,529.6,309.6
1040,2016,12,Uttar Pradesh,Amroha J.B.Fulenagar,30567.0,67.66,174.58,109.11,12128.0,26.84,69.27,43.29,0.0,5.5,14.18,8.86,45178.0,258.03,161.27
1040,2017,12,Uttar Pradesh,Amroha J.B.Fulenagar,32125.0,78.13,183.29,114.35,7135.0,17.35,40.71,25.4,0.0,4.52,10.6,6.61,41118.0,234.6,146.36
1041,2016,12,Uttar Pradesh,Kannauj,23546.0,67.79,151.98,89.2,9260.0,26.66,59.77,35.08,0.0,5.56,12.46,7.31,34736.0,224.21,131.6
1041,2017,12,Uttar Pradesh,Kannauj,45642.0,72.46,294.58,172.73,12783.0,20.29,82.5,48.38,0.0,7.25,29.48,17.28,62992.0,406.57,238.4
1042,2016,12,Uttar Pradesh,Kushambi,20360.0,68.03,165.01,101.03,7874.0,26.31,63.82,39.07,0.0,5.67,13.75,8.42,29930.0,242.58,148.52
1042,2017,12,Uttar Pradesh,Kushambi,24711.0,70.47,199.5,122.17,8232.0,23.47,66.46,40.7,0.0,6.06,17.16,10.51,35068.0,283.12,173.38
1043,2016,16,Uttarakhand,Rudraprayag,31924.00067958115,64.62691916767248,149.65868466608165,95.073805383083,11929.814220931825,25.64113342685323,55.399570297590536,36.34437458969388,0.0,9.732016346853854,23.23324516682196,15.062299880925728,46571.002443924466,228.12296382302836,146.37156077056122
1043,2017,16,Uttarakhand,Rudraprayag,31924.00067958115,64.62691916767248,149.65868466608165,95.073805383083,11929.814220931825,25.64113342685323,55.399570297590536,36.34437458969388,0.0,9.732016346853854,23.23324516682196,15.062299880925728,46571.002443924466,228.12296382302836,146.37156077056122
1044,2016,12,Uttar Pradesh,Santh Ravi Das Nagar Bhadoi,9717.0,67.83,143.46,97.26,3810.0,26.6,56.25,38.13,0.0,5.58,11.8,8.0,14326.0,211.51,143.39
1044,2017,12,Uttar Pradesh,Santh Ravi Das Nagar Bhadoi,8789.0,58.83,129.68,86.17,5444.0,36.44,80.33,53.38,0.0,4.73,10.43,6.93,14940.0,220.44,146.48
1045,2016,12,Uttar Pradesh,Santh Kabir Nagar,21477.0,67.94,188.33,100.42,8355.0,26.43,73.26,39.07,0.0,5.63,15.6,8.32,31611.0,277.19,147.8
1045,2017,12,Uttar Pradesh,Santh Kabir Nagar,14964.0,67.56,131.27,70.88,6406.0,28.92,56.2,30.34,0.0,3.51,6.83,3.69,22148.0,194.3,104.91
1046,2016,12,Uttar Pradesh,Shravasti,21405.0,67.99,174.85,109.34,8300.0,26.36,67.8,42.4,0.0,5.65,14.53,9.09,31484.0,257.18,160.83
1046,2017,12,Uttar Pradesh,Shravasti,9261.0,64.01,75.65,48.41,4557.0,31.5,37.22,23.82,0.0,4.49,5.3,3.39,14467.0,118.17,75.63
1047,2016,17,Assam,Bongaigaon,6678.0,66.46,112.37,71.34,1637.0,16.29,27.55,17.49,0.0,17.25,29.16,18.51,10048.0,169.08,107.35
1047,2017,17,Assam,Bongaigaon,6820.0,62.81,113.76,76.75,2080.0,19.16,34.69,23.41,0.0,18.03,32.66,22.03,10858.0,181.11,122.19
1048,2016,17,Assam,Dhemaji,3761.0,66.47,53.02,31.94,921.0,16.28,12.98,7.82,0.0,17.25,13.76,8.29,5658.0,79.76,48.05
1048,2017,17,Assam,Dhemaji,3841.0,62.29,54.15,34.3,1227.0,19.9,17.3,10.96,0.0,17.81,15.48,9.81,6166.0,86.93,55.07
1049,2016,17,Assam,Hailakandi,6018.0,66.47,124.8,83.22,1474.0,16.28,30.57,20.38,0.0,17.25,32.39,21.6,9054.0,187.76,125.2
1049,2017,17,Assam,Hailakandi,6145.0,62.25,127.43,88.96,1964.0,19.89,40.73,28.43,0.0,17.86,36.56,25.52,9872.0,204.72,142.91
1050,2016,17,Assam,Marigaon,7138.0,66.46,97.04,54.68,1749.0,16.28,23.78,13.4,0.0,17.25,25.19,14.2,10740.0,146.02,82.28
1050,2017,17,Assam,Marigaon,7290.0,62.24,99.12,56.66,2329.0,19.89,31.67,18.1,0.0,17.87,28.46,16.27,11712.0,159.24,91.03
1051,2016,17,Assam,Tinsukia,6835.0,66.47,52.29,45.77,1674.0,16.28,12.81,11.21,0.0,17.25,13.57,11.88,10283.0,78.67,68.86
1051,2017,17,Assam,Tinsukia,6980.0,62.24,53.4,48.69,2231.0,19.89,17.07,15.56,0.0,17.87,15.33,13.98,11215.0,85.8,78.23
1055,2016,14,Chhattisgarh,Dantewara,21.0,34.43,0.21,0.21,28.0,45.9,0.28,0.28,0.0,19.67,0.12,0.12,61.0,0.61,0.6
1055,2017,14,Chhattisgarh,Dantewara,31924.00067958115,64.62691916767248,149.65868466608165,95.073805383083,11929.814220931825,25.64113342685323,55.399570297590536,36.34437458969388,0.0,9.732016346853854,23.23324516682196,15.062299880925728,46571.002443924466,228.12296382302836,146.37156077056122
1056,2016,14,Chhattisgarh,Dhamtari,20156.0,52.2,140.41,89.02,14964.0,38.75,104.24,66.09,0.0,9.05,24.35,15.44,38616.0,269.01,170.56
1056,2017,14,Chhattisgarh,Dhamtari,14917.0,60.56,103.53,71.01,7746.0,31.45,53.76,36.87,0.0,7.99,13.65,9.36,24630.0,170.95,117.24
1057,2016,6,Madhya Pradesh,Dindori,2072.0,64.69,10.32,7.16,1114.0,34.78,5.55,3.85,0.0,0.53,0.08,0.06,3203.0,15.95,11.06
1057,2017,6,Madhya Pradesh,Dindori,2031.0,68.55,10.7,7.39,923.0,31.15,4.86,3.36,0.0,0.3,0.05,0.03,2963.0,15.6,10.78
1058,2016,6,Madhya Pradesh,Harda,26649.0,63.81,142.76,72.73,14310.0,34.27,76.66,39.05,0.0,1.92,4.3,2.19,41762.0,223.72,113.97
1058,2017,6,Madhya Pradesh,Harda,23796.0,56.43,126.93,64.32,16103.0,38.19,85.89,43.53,0.0,5.38,12.09,6.13,42166.0,224.92,113.97
1059,2016,14,Chhattisgarh,Janjgir,25949.0,63.69,101.02,94.07,12790.0,31.39,49.79,46.37,0.0,4.91,7.79,7.26,40741.0,158.61,147.69
1059,2017,14,Chhattisgarh,Janjgir,30104.0,68.85,117.02,111.77,12053.0,27.57,46.85,44.75,0.0,3.58,6.09,5.82,43724.0,169.96,162.34
1060,2016,6,Madhya Pradesh,Barwani,25906.0,63.04,112.84,86.64,11633.0,28.31,50.67,38.9,0.0,8.66,15.49,11.9,41096.0,179.0,137.44
1060,2017,6,Madhya Pradesh,Barwani,25924.0,59.83,113.21,84.09,12490.0,28.83,54.54,40.51,0.0,11.34,21.46,15.94,43329.0,189.22,140.55
1061,2016,6,Madhya Pradesh,Katni,22135.0,66.55,102.57,71.22,10915.0,32.82,50.58,35.12,0.0,0.63,0.97,0.68,33260.0,154.11,107.02
1061,2017,6,Madhya Pradesh,Katni,23189.0,65.48,105.37,68.57,11962.0,33.78,54.35,35.37,0.0,0.74,1.2,0.78,35414.0,160.91,104.72
1062,2016,6,Madhya Pradesh,Neemuch,17295.0,63.72,94.31,55.49,7555.0,27.83,41.2,24.24,0.0,8.45,12.51,7.36,27144.0,148.02,87.1
1062,2017,6,Madhya Pradesh,Neemuch,17106.0,64.62,93.75,53.3,7229.0,27.31,39.62,22.52,0.0,8.07,11.71,6.66,26471.0,145.07,82.48
1063,2016,6,Madhya Pradesh,Sheopur Kalan,15615.0,73.18,92.3,56.18,5535.0,25.94,32.72,19.91,0.0,0.89,1.12,0.68,21339.0,126.13,76.77
1063,2017,6,Madhya Pradesh,Sheopur Kalan,15268.0,70.22,91.3,58.29,6289.0,28.93,37.61,24.01,0.0,0.85,1.11,0.71,21742.0,130.01,83.0
1064,2016,6,Madhya Pradesh,Umaria,2780.0,59.77,27.59,20.09,1851.0,39.8,18.37,13.37,0.0,0.43,0.2,0.14,4651.0,46.16,33.61
1064,2017,6,Madhya Pradesh,Umaria,3489.0,61.61,34.87,24.65,2140.0,37.79,21.39,15.12,0.0,0.6,0.34,0.24,5663.0,56.59,40.01
1065,2016,14,Chhattisgarh,Koriya,9025.0,72.17,92.09,82.35,2579.0,20.62,26.32,23.53,0.0,7.21,9.2,8.23,12506.0,127.61,114.11
1065,2017,14,Chhattisgarh,Koriya,4710.0,60.45,48.53,43.69,2462.0,31.6,25.37,22.84,0.0,7.96,6.39,5.75,7792.0,80.28,72.27
1066,2016,14,Chhattisgarh,Jashpur,4041.0,50.85,16.53,15.7,3143.0,39.55,12.85,12.21,0.0,9.6,3.12,2.96,7947.0,32.5,30.88
1066,2017,14,Chhattisgarh,Jashpur,1917.0,49.99,7.82,7.46,1517.0,39.56,6.18,5.9,0.0,10.46,1.63,1.56,3835.0,15.63,14.92
1067,2016,14,Chhattisgarh,Korba,5583.0,61.59,43.22,40.65,3076.0,33.93,23.81,22.4,0.0,4.48,3.14,2.96,9065.0,70.18,66.01
1067,2017,14,Chhattisgarh,Korba,3669.0,62.56,28.73,27.26,1777.0,30.3,13.92,13.2,0.0,7.14,3.28,3.11,5865.0,45.93,43.58
1068,2016,14,Chhattisgarh,Kawardha,16279.0,55.36,87.96,59.7,10337.0,35.15,55.86,37.91,0.0,9.49,15.09,10.24,29408.0,158.91,107.84
1068,2017,14,Chhattisgarh,Kawardha,12976.0,53.44,69.91,48.63,8211.0,33.82,44.24,30.77,0.0,12.74,16.67,11.59,24281.0,130.81,90.99
1069,2016,14,Chhattisgarh,Mahasmund,25341.0,59.15,94.46,82.76,13577.0,31.69,50.61,44.34,0.0,9.15,14.62,12.81,42839.0,159.68,139.91
1069,2017,14,Chhattisgarh,Mahasmund,20063.0,57.93,74.81,66.34,10257.0,29.62,38.25,33.91,0.0,12.45,16.08,14.26,34632.0,129.13,114.51
1070,2016,14,Chhattisgarh,Kanker,12185.0,58.28,58.05,53.83,6347.0,30.36,30.24,28.04,0.0,11.37,11.32,10.5,20909.0,99.61,92.38
1070,2017,14,Chhattisgarh,Kanker,11555.0,58.65,55.52,51.65,5986.0,30.38,28.76,26.76,0.0,10.97,10.39,9.66,19703.0,94.67,88.07
1071,2016,6,Madhya Pradesh,Anuppur,1690.0,61.5,11.06,8.86,1032.0,37.55,6.75,5.41,0.0,0.95,0.17,0.14,2748.0,17.98,14.41
1071,2017,6,Madhya Pradesh,Anuppur,1910.0,60.23,12.46,10.04,1219.0,38.44,7.95,6.41,0.0,1.32,0.27,0.22,3171.0,20.68,16.67
1072,2016,7,Maharashtra,Gondia,21040.0,65.5,115.8,85.25,10062.0,31.32,55.38,40.77,0.0,3.18,5.61,4.13,32122.0,176.79,130.15
1072,2017,7,Maharashtra,Gondia,16262.0,68.19,89.45,69.56,6871.0,28.81,37.79,29.39,0.0,3.0,3.93,3.06,23848.0,131.18,102.0
1073,2016,7,Maharashtra,Hingoli,17245.0,50.67,52.38,29.93,11879.0,34.91,36.08,20.62,0.0,14.42,14.91,8.52,34031.0,103.37,59.06
1073,2017,7,Maharashtra,Hingoli,19126.0,47.31,56.47,32.14,15429.0,38.16,45.55,25.93,0.0,14.53,17.35,9.87,40431.0,119.37,67.94
1074,2016,7,Maharashtra,Nandurbar,36630.0,60.85,137.76,107.39,12781.0,21.23,48.07,37.47,0.0,17.92,40.57,31.62,60198.0,226.39,176.48
1074,2017,7,Maharashtra,Nandurbar,36418.0,56.98,148.52,113.66,13824.0,21.63,56.38,43.15,0.0,21.39,55.76,42.67,63915.0,260.66,199.49
1075,2016,7,Maharashtra,Washim,18263.0,54.15,47.93,34.21,13179.0,39.07,34.59,24.68,0.0,6.78,6.0,4.28,33729.0,88.53,63.17
1075,2017,7,Maharashtra,Washim,11111.0,45.28,29.13,21.65,11104.0,45.25,29.11,21.64,0.0,9.47,6.09,4.53,24539.0,64.34,47.82
1076,2016,7,Maharashtra,Mumbai sub,31924.00067958115,64.62691916767248,149.65868466608165,95.073805383083,11929.814220931825,25.64113342685323,55.399570297590536,36.34437458969388,0.0,9.732016346853854,23.23324516682196,15.062299880925728,46571.002443924466,228.12296382302836,146.37156077056122
1076,2017,7,Maharashtra,Mumbai sub,31924.00067958115,64.62691916767248,149.65868466608165,95.073805383083,11929.814220931825,25.64113342685323,55.399570297590536,36.34437458969388,0.0,9.732016346853854,23.23324516682196,15.062299880925728,46571.002443924466,228.12296382302836,146.37156077056122
1077,2016,11,Tamil Nadu,Ariyalur,8375.0,56.93,93.5,82.35,4440.0,30.18,49.57,43.66,0.0,12.88,21.16,18.63,14710.0,164.22,144.64
1077,2017,11,Tamil Nadu,Ariyalur,8437.0,61.96,90.19,77.91,3273.0,24.04,34.99,30.22,0.0,14.0,20.39,17.61,13617.0,145.57,125.74
1080,2016,11,Tamil Nadu,Krishnagiri,10281.0,48.47,64.44,57.1,8340.0,39.32,52.27,46.32,0.0,12.22,16.25,14.4,21213.0,132.95,117.81
1080,2017,11,Tamil Nadu,Krishnagiri,12267.0,56.84,74.2,58.13,6538.0,30.3,39.55,30.98,0.0,12.86,16.79,13.16,21581.0,130.55,102.27
1081,2016,6,Madhya Pradesh,Ashoknagar,9793.0,53.76,31.76,18.93,8196.0,44.99,26.58,15.84,0.0,1.25,0.74,0.44,18216.0,59.08,35.21
1081,2017,6,Madhya Pradesh,Ashoknagar,11093.0,49.33,36.16,19.55,11171.0,49.68,36.42,19.69,0.0,0.99,0.72,0.39,22486.0,73.3,39.63
1082,2016,6,Madhya Pradesh,Burhanpur,16816.0,48.89,163.13,128.69,6340.0,18.43,61.51,48.52,0.0,32.68,109.04,86.02,34396.0,333.68,263.23
1082,2017,6,Madhya Pradesh,Burhanpur,17884.0,45.04,174.47,133.26,7807.0,19.66,76.16,58.17,0.0,35.3,136.75,104.45,39708.0,387.39,295.89
2001,2016,3,Gujarat,Tapi,15162.0,70.56,106.61,83.9,3786.0,17.62,26.62,20.95,0.0,11.82,17.87,14.06,21489.0,151.1,118.91
2001,2017,3,Gujarat,Tapi,17071.0,69.24,114.49,95.23,4456.0,18.07,29.89,24.86,0.0,12.68,20.97,17.44,24654.0,165.35,137.53
2002,2016,4,Haryana,Mewat,20171.0,66.09,195.83,109.62,9649.0,31.62,93.68,52.44,0.0,2.29,6.8,3.8,30520.0,296.31,165.87
2002,2017,4,Haryana,Mewat,19433.0,69.57,176.98,104.87,7661.0,27.43,69.77,41.34,0.0,3.0,7.64,4.53,27933.0,254.39,150.74
2003,2016,4,Haryana,Palwal,62652.0,77.62,620.32,319.65,14630.0,18.13,144.85,74.64,0.0,4.25,34.0,17.52,80716.0,799.17,411.82
2003,2017,4,Haryana,Palwal,49762.0,76.75,492.0,257.53,12207.0,18.83,120.69,63.17,0.0,4.43,28.38,14.85,64839.0,641.07,335.55
2004,2016,5,Karnataka,Ramanagaram,9757.0,80.38,64.63,60.11,1593.0,13.12,10.55,9.81,0.0,6.5,5.23,4.86,12139.0,80.41,74.78
2004,2017,5,Karnataka,Ramanagaram,13801.0,85.81,85.73,80.09,1566.0,9.74,9.73,9.09,0.0,4.45,4.45,4.15,16083.0,99.91,93.33
2005,2016,5,Karnataka,Chikkaballapur,14398.0,50.77,71.03,67.47,10513.0,37.07,51.86,49.26,0.0,12.16,17.01,16.15,28358.0,139.9,132.89
2005,2017,5,Karnataka,Chikkaballapur,15757.0,53.04,79.05,71.01,10128.0,34.09,50.81,45.65,0.0,12.87,19.19,17.24,29710.0,149.06,133.9
2006,2016,6,Madhya Pradesh,Alirajpur,8904.0,79.0,52.78,42.43,2350.0,20.85,13.93,11.2,0.0,0.15,0.1,0.08,11271.0,66.82,53.71
2006,2017,6,Madhya Pradesh,Alirajpur,9871.0,82.02,58.88,47.99,2156.0,17.91,12.86,10.48,0.0,0.07,0.05,0.04,12035.0,71.79,58.51
2007,2016,6,Madhya Pradesh,Singrauli,4196.0,70.04,24.92,18.31,1787.0,29.83,10.61,7.8,0.0,0.13,0.05,0.03,5991.0,35.58,26.14
2007,2017,6,Madhya Pradesh,Singrauli,5478.0,68.59,32.59,23.88,2492.0,31.2,14.83,10.86,0.0,0.21,0.1,0.07,7987.0,47.52,34.82
2009,2016,9,Punjab,Taran Taran,66003.0,79.44,303.32,167.84,15384.0,18.52,70.7,39.12,0.0,2.04,7.78,4.31,83081.0,381.8,211.27
2009,2017,9,Punjab,Taran Taran,62152.0,81.46,285.62,155.68,11840.0,15.52,54.41,29.66,0.0,3.03,10.62,5.79,76302.0,350.65,191.12
2010,2016,9,Punjab,Barnala,42885.0,72.89,344.9,174.65,14558.0,24.74,117.08,59.29,0.0,2.37,11.21,5.68,58837.0,473.19,239.62
2010,2017,9,Punjab,Barnala,39034.0,74.69,316.44,160.02,11236.0,21.5,91.09,46.06,0.0,3.81,16.16,8.17,52263.0,423.69,214.25
2011,2016,9,Punjab,S.A.S Nagar,17638.0,68.03,227.7,166.45,6943.0,26.78,89.63,65.52,0.0,5.19,17.38,12.7,25927.0,334.71,244.68
2011,2017,9,Punjab,S.A.S Nagar,13787.0,72.11,178.2,138.93,3399.0,17.78,43.93,34.25,0.0,10.12,25.0,19.49,19120.0,247.14,192.68
2012,2016,10,Rajasthan,Pratapgarh,18685.0,71.69,101.51,61.18,6418.0,24.62,34.87,21.02,0.0,3.69,5.22,3.15,26064.0,141.6,85.34
2012,2017,10,Rajasthan,Pratapgarh,21052.0,65.83,114.71,68.66,10153.0,31.75,55.32,33.11,0.0,2.42,4.21,2.52,31978.0,174.24,104.29
2013,2016,12,Uttar Pradesh,Kasganj Khansi Ram Nagar,41715.0,68.65,290.72,154.07,15430.0,25.39,107.54,56.99,0.0,5.95,25.21,13.36,60763.0,423.47,224.43
2013,2017,12,Uttar Pradesh,Kasganj Khansi Ram Nagar,21692.0,68.49,151.1,80.06,8777.0,27.71,61.14,32.39,0.0,3.79,8.37,4.43,31670.0,220.61,116.88
2014,2016,14,Chhattisgarh,Bijapur,683.0,60.77,10.53,10.52,420.0,37.37,6.46,6.45,0.0,1.87,0.31,0.31,1124.0,17.29,17.28
2014,2017,14,Chhattisgarh,Bijapur,738.0,60.99,11.28,11.27,457.0,37.77,6.98,6.98,0.0,1.24,0.23,0.23,1210.0,18.49,18.48
2015,2016,14,Chhattisgarh,Narayanpur,445.0,44.5,14.12,13.98,463.0,46.3,14.69,14.54,0.0,9.2,2.92,2.89,1000.0,31.72,31.41
2015,2017,14,Chhattisgarh,Narayanpur,402.0,52.48,12.67,12.55,274.0,35.77,8.63,8.55,0.0,11.75,2.84,2.81,766.0,24.13,23.91
2017,2016,17,Assam,Udalguri,3430.0,66.47,29.59,21.69,840.0,16.28,7.25,5.31,0.0,17.25,7.68,5.63,5160.0,44.52,32.64
2017,2017,17,Assam,Udalguri,3504.0,62.25,30.23,22.26,1120.0,19.9,9.66,7.11,0.0,17.85,8.67,6.38,5629.0,48.57,35.76
2018,2016,17,Assam,Baksa,4375.0,66.77,50.82,30.81,1071.0,16.35,12.44,7.54,0.0,16.88,12.85,7.79,6552.0,76.1,46.14
2018,2017,17,Assam,Baksa,4468.0,62.23,51.9,31.45,1428.0,19.89,16.59,10.05,0.0,17.88,14.91,9.04,7180.0,83.4,50.54
2019,2016,17,Assam,Chirang,3152.0,66.47,40.79,36.24,772.0,16.28,9.99,8.88,0.0,17.25,10.58,9.4,4742.0,61.36,54.52
2019,2017,17,Assam,Chirang,3219.0,61.07,54.02,37.14,1128.0,21.4,18.93,13.01,0.0,17.53,15.5,10.66,5271.0,88.45,60.82
2020,2016,11,Tamil Nadu,Thiruppur,8875.0,48.96,54.1,53.81,4735.0,26.12,28.86,28.71,0.0,24.92,27.54,27.39,18127.0,110.5,109.9
